,0
2398,Emergency Shelter Services  Inc. Benton Harbor Michigan
2399,Salvation Army Men's Shelter Benton Harbor Michigan
2400,Southwest Michigan Community Action Agency Benton Harbor Michigan
2401,Crisis Center for South Suburbia Worth Illinois
2402,"BEDS Plus, Worth IL - Daytime Support Center Worth Illinois"
2403,BEDS Plus - La Grange Day Center La Grange Illinois
2404,Loving Hands of Jesus Shelter Chicago Illinois
2405,Housing Forward Maywood Illinois
2406,The Ark Chicago Illinois
2407,Safe Haven of Mount Carmel Mount Carmel Illinois
2408,"North Central Indiana Rural Crisis Center, Inc. Rensselaer Indiana"
2409,Emmaus Mission Center Logansport Indiana
2410,"Family Promise of Northern Kentucky, Inc. Newport Kentucky"
2411,Lighthouse Sheakley Center for Youth Cincinnati Ohio
2412,The Swan House Cincinnati Ohio
2413,Lydia's House Cincinnati Ohio
2414,GRCC - Grace Resurrection Community Center Greenville 
2415,Preble CAP Pantry Eaton Ohio
2416,Higher Heights Church of God Food Pantry Camden Ohio
2417,Boulware Mission Owensboro Kentucky
2418,The Daniel Pitino Shelter Family Shelter Owensboro Kentucky
2419,St. Benedict's Shelter Men's Shelter Owensboro Kentucky
2420,Owensboro Regional Recovery Owensboro Kentucky
2421,Haven of Rest Ministries Emergency Shelter For Men Akron Ohio
2422,Family Promise of Summit County Akron Ohio
2423,Haven of Rest Ministries Akron Ohio
2424,Harvest Home Shelter For Women and Children Akron Ohio
2425,Booth Manor Homeless Shelter Akron Ohio
2426,ACCESS Shelter & Housing Akron Ohio
2427,The Homeless Charity Akron Ohio
2428,H.O.P.E Ministries Sober Living Barberton Ohio
2429,Miller Community House Kent Ohio
2430,Veterans Administration Vets Domiciliary Brecksville 
2431,Refuge of Hope Canton Ohio
2432,Volunteers of America Shelter For Men Cleveland Ohio
2433,City Mission Laura's Home Women's Crisis Center Cleveland Ohio
2434,Westhaven Youth Shelter - Next Step Cleveland Ohio
2435,Meridian Services For Senior Citizens Youngstown Ohio
2436,Warren Family Mission Warren Ohio
2437,Bridges of Hope Xenia Ohio
2438,Schneider House of Hope/IHN Xenia Ohio
2439,Mary Queen of Peace House  Dayton Ohio
2440,Daybreak Dayton Ohio
2441,St. Vincent de Paul Dayton Dayton Ohio
2442,YWCA of Dayton Dayton Ohio
2443,Clinton County Homeless Shelter Wilmington Ohio
2444,Women and Children's Shelter Clinton County Wilmington Ohio
2445,Mission of Hope Day Shelter Middletown Ohio
2446,Middletown Hope House Middletown Ohio
2447,SHALOM - Serving the Homeless with Alternate Lodging Of Middletown Middletown  Ohio
2448,The Caring Kitchen Urbana Ohio
2449,St. Joseph Overnight Shelter Lorain Ohio
2450,Haven Center Homeless Shelter Lorain Ohio
2451,Catholic Charities Family Center Elyria Ohio
2452,Family Promise of Lorain County Oberlin Ohio
2453,Haven House For Veterans Cleveland Ohio
2454,Catholic Charities - Miriam House Norwalk Ohio
2455,Harmony House Homeless Services Mansfield Ohio
2456,Samaritan House Homeless Shelter Ashtabula Ohio
2457,Geauga County Family Services Shelter Chardon Ohio
2458,Timothy House Athens Ohio
2459,Hocking Hills Inspire Shelter Logan Ohio
2460,Bellefaire JCB Homeless Youth & Street Outreach Programs Shaker Heights Ohio
2461,Broken Connections East Cleveland Ohio
2462,Continue Inn Shelter Cleveland Ohio
2463,The City Mission Men's Crisis Center Cleveland Ohio
2464,Salvation Army - Zelma George Family Shelter Cleveland Ohio
2465,Family Promise of Greater Cleveland Cleveland Ohio
2466,Salvation Army Harbor Light  Cleveland Ohio
2467,Salvation Army Harbor Light Cleveland Cleveland Ohio
2468,Norma Herr Women's Center Cleveland Ohio
2469,Mental Health Services: Disabled Men's Shelter Cleveland Ohio
2470,Homeless Coordinated Intake Cleveland Cleveland 
2471,Men's Shelter at 2100 Lakeside - Lutheran Metropolitan Ministry Cleveland Ohio
2472,West Side Catholic Shelter For Women Cleveland Ohio
2473,Stella Maris Cleveland Cleveland Ohio
2474,St. Herman's House of Hospitality  Cleveland Ohio
2475,Cogswell Hall Cleveland Ohio
2476,Bridgeway Inc. Stricklin Crisis Center  Cleveland Ohio
2477,Helping Hands Ministry Day Shelter Youngstown 
2478,YWCA Barbara Wick Transitional House Youngstown Ohio
2479,Rescue Mission of Mahoning Valley Youngstown Ohio
2480,Beatitude House Youngstown Ohio
2481,St Nicholas Center Men's Outreach Sharon Pennsylvania
2482,Shenango Valley Urban League Farrell Pennsylvania
2483,Joshuas Haven Sharon Pennsylvania
2484,Covenant House Emergency Shelter for Women and Children New Castle Pennsylvania
2485,The Crisis Shelter of Lawrence County New Castle Pennsylvania
2486,City Rescue Mission For Men New Castle Pennsylvania
2487,YWCA House of Peace Shelter Batavia Ohio
2488,James Sauls Homeless Shelter Batavia Ohio
2489,Project Hope for the Homeless Ecumenical Shelter Network of Lake County  Inc. Painesville Township Ohio
2490,The Salvation Army Bellaire Ohio
2491,The Salvation Army Wheeling West Virginia
2492,New Hope Ministry Park Shelter Kenton Ohio
2493,Lima Rescue Mission Lima Ohio
2494,Liberty Center of Sandusky County Fremont Ohio
2495,Winter Sanctuary Homeless Shelter Mount Vernon Ohio
2496,Adams County Shelter for the Homeless  Inc. West Union Ohio
2497,Friends of Scioto County Homeless Shelter Portsmouth Ohio
2498,Bridgehaven Homeless Shelter Waverly Ohio
2499,The City Mission of Findlay Findlay Ohio
2500,Beaver County Community Development Program Beaver Falls Pennsylvania
2501,Crossroads Shelter For Homeless Men Beaver Falls Pennsylvania
2502,Phoenix Drop In Center Rochester Pennsylvania
2503,Friends of the Homeless of Tuscarawas County New Philadelphia Ohio
2504,Cocoon Shelter - Domestic Violence Shelter Bowling Green Ohio
2505,La Posada Family Emergency Shelter Toledo Ohio
2506,Family House - Family Shelter and Services Toledo Ohio
2507,Cherry Street Mission Toledo Toledo Ohio
2508,St. Paul's Community Center Toledo Ohio
2509,Rebekah's Haven Toledo Ohio
2510,Toledo Gospel Rescue Mission Toledo Ohio
2511,Beach House Family Shelter Toledo Ohio
2512,The Sparrow's Nest Toledo Ohio
2513,Manna Meals Ministry Bradford Ohio
2514,Bethany Center Food Pantry and Meals Piqua Ohio
2515,Northwestern Ohio Community Action Commission - NOCAC Emergency Shelter Defiance Ohio
2516,St. Vincent Haven Newark Ohio
2517,YWCA Family Center Columbus Ohio
2518,"YWCA Family Center, Emergency Housing for Families Columbus Ohio"
2519,The Foundation Shelters Lancaster Ohio
2520,Mary's Safe House Hebron Ohio
2521,Marion Shelter Program Inc. Marion Ohio
2522,Freedom House Shelter Cambridge Ohio
2523,"Eve, Inc - Domestic Violence Shelter Marietta Ohio"
2524,Cornerstone Ministries Faith Based Shelter Marietta Ohio
2525,Cornerstone Ministries Emergency Shelter Marietta Ohio
2526,Second Chance Emergency Shelter Coshocton Ohio
2527,Maryhaven Columbus Columbus Ohio
2528,Choice Women's Emergency Shelter Columbus Ohio
2529,Friends of the Homeless Columbus Ohio
2530,Open Shelter Inc. Columbus Ohio
2531,LSS Faith Mission  Columbus Ohio
2532,Volunteers of America - Men's Services & Veterans Resource Center Columbus Ohio
2533,Southeast Coast Friends of the Homeless Columbus Columbus Ohio
2534,YMCA Van Buren Center - YMCA family shelter at Van Buren Center Columbus Ohio
2535,The Homeless Families Foundation Columbus Ohio
2536,FAITH MISSION - Emergency Shelter for Men Columbus Ohio
2537,Huckleberry House Emergency Overnight Shelter Columbus Ohio
2538,Family Promise of Delaware County Temporary Family Shelter Delaware Ohio
2539,Salvation Army Zanesville Zanesville Ohio
2540,Trulight Ministries Zanesville Ohio
2541,Mason County Homeless Shelter Point Pleasant West Virginia
2542,Branches Domestic Violence Shelter Huntington West Virginia
2543,Huntington City Mission Huntington West Virginia
2544,Highland County Homeless Shelter Hillsboro Ohio
2545,Family Counseling and Shelter Monroe Michigan
2546,Housing Help of Lenawee County Adrian Michigan
2547,Lenawee County Continuum of Care Adrian Michigan
2548,Salvation Army of Lenawee County Adrian Michigan
2549,Family Counseling & Children's Services Adrian Michigan
2550,The Salvation Army Family Manor Monroe Michigan
2551,Philadelphia House 1 – Emergency Men’s Shelter Monroe Michigan
2552,Latrobe Street Mission Parkersburg West Virginia
2553,House To Home Parkersburg West Virginia
2554,Salvation Army Parkersburg Shelter Parkersburg West Virginia
2555,WASHINGTON Washington County Homeless Services Washington Pennsylvania
2556,Washington City Mission Washington Pennsylvania
2557,Family Promise of Soutwestern Pennsylvania Washington Pennsylvania
2558,Northwestern Michigan Human Services Agency Traverse City Michigan
2559,Third Level Crisis Intervention Center Street Outreach Program Traverse City Michigan
2560,St. Vincent de Paul Society Traverse City Michigan
2561,Safe Harbor of Grand Traverse  Traverse City Michigan
2562,Goodwill Inn Traverse City Michigan
2563,Telamon Traverse City Michigan
2564,Alpha House Ann Arbor Michigan
2565,Salvation Army Ann Arbor Michigan
2566,Grace Haven Center Jackson Michigan
2567,Shelter Association of Washtenaw County Ann Arbor Michigan
2568,Ozone House Ann Arbor Michigan
2569,Jackson Interfaith Shelter Jackson Michigan
2570,Aware  Inc. Jackson Michigan
2571,Eaton County Shelter Program Charlotte Michigan
2572,Transition 1.2.3. Inc.  Detroit Michigan
2573,ChristNet Taylor Michigan
2574,Refuge Interntaional Inc. Detroit Michigan
2575,Mighty Voices of Hope Inc.  Detroit Michigan
2576,Wayne County Family Center Westland Michigan
2577,Derrick's Adult Foster Care Detroit Michigan
2578,Covenant House Michigan Detroit Michigan
2579,Coffer Adult Foster Care Home Detroit Michigan
2580,DRMM Detroit Rescue Mission Detroit Michigan
2581,NSO Tumaini Center Detroit Michigan
2582,Mariners Inn Detroit Michigan
2583,Detroit Rescue Mission Detroit Michigan
2584,Cass Community Social Services Detroit Michigan
2585,COTS Detroit Michigan
2586,New Path Homeless Shelter Detroit Michigan
2587,Skyline Outreach Detroit Michigan
2588,Rescue Mission Genesis II Detroit Michigan
2589,Matrix Off The Streets - For Homeless Teens Detroit Michigan
2590,"Cass Community Social Services, Inc. Detroit Michigan"
2591,Open Door Rescue Mission Ministries  Detroit Michigan
2592,The Philip House Mission Detroit Michigan
2593,Detroit Rescue Mission Ministries (Oasis) Highland Park Michigan
2594,Visions of the Sacred Capuchin Soup Kitchen Detroit Michigan
2595,Bethlehem House Detroit Michigan
2596,Operation Get Down Detroit Michigan
2597,Common Ground Sanctuary Royal Oak Michigan
2598,GENESIS ONE TRANSITIONAL YOUTH CENTER DETROIT 
2599,Eastside Emergency Center Detroit Michigan
2600,Welcome Inn Day Center for the Homeless Berkley Michigan
2601,Great Oaks Transitional Home LLC. Detroit Michigan
2602,South Oakland Shelter (SOS) Lathrup Village Michigan
2603,The Salvation Army MATTS  Warren Michigan
2604,"HomeFirst STL, Inc. Saint Louis Missouri"
2605,New Breed CDC M25 Mobile Food Pantry Eastpointe Michigan
2606,Outstretched Arms Roseville Michigan
2607,MCREST Housing and Homeless Shelter Roseville Michigan
2608,Amelia Agnes Transitional Home for Women Sterling Heights Michigan
2609,Abigayle's Place For Single Pregnant Women Sterling Heights Michigan
2610,"Grace Centers of Hope - Closed Dec 21, 2019 Pontiac Michigan"
2611,HAVEN Shelter for Women and Children Pontiac Michigan
2612,HOPE Hospitality & Warming Center Pontiac Michigan
2613,Family Youth Interventions Transitional Living Program Mount Clemens Michigan
2614,Macomb County Warming Center  Mt. Clemens Michigan
2615,Hispanic Center of Western Michigan Grand Rapids Michigan
2616,Mel Trotter Ministries Grand Rapids Michigan
2617,Degage Ministries Open Door Grand Rapids Michigan
2618,Guiding Light Mission for Men Grand Rapids Michigan
2619,ICCF Family Haven Grand Rapids Michigan
2620,Inner City Christian Federation Grand Rapids Michigan
2621,Inner City Christian Federation Grand Rapids Michigan
2622,Breakthrough Believers Supportive Housing Program Grand Rapids Michigan
2623,Holland Rescue Mission Holland Michigan
2624,DARA Ministries Muskegon Michigan
2625,Safe Haven Ministries Grand Rapids Michigan
2626,Muskegon Rescue Mission Muskegon Michigan
2627,Every Woman's Place Muskegon Michigan
2628,Family Promise of the Lakeshore Muskegon Michigan
2629,Salvation Army Alma Michigan
2630,Gratiot County Hope House St. Louis Michigan
2631,Isabella County Restoration House Mount Pleasant 
2632,Shelterhouse - Domestic Violence Shelter Midland Michigan
2633,Open Arms Ministry Center Weidman Michigan
2634,Sunrise Mission Alpena Michigan
2635,Shelter  Inc. Alpena Michigan
2636,SOS Community Services - Family Shelter Program Ypsilanti Michigan
2637,OLHSA Livingston Human Service Agency Howell Michigan
2638,Emmanuel Mission Oscoda Michigan
2639,Midland's Open Door Midland Michigan
2640,Good Samaritan Rescue Mission Bay City Bay City Michigan
2641,Restoration Community Outreach Saginaw Michigan
2642,Safe Haven Saginaw Michigan
2643,City Rescue Mission of Saginaw Saginaw Michigan
2644,The Refuge Homeless Shelter of Lapeer County Lapeer Michigan
2645,Baraga County Shelter Home LAnse Michigan
2646,C.O.V.E. Ludington Michigan
2647,Salvation Army Hancock Michigan
2648,Inasmuch House Haven of Rest Battle Creek Michigan
2649,Haven of Rest Rescue Mission Battle Creek Michigan
2650,S.A.F.E. Place Shelter Battle Creek Michigan
2651,The Ark Portage Michigan
2652,YWCA Domestic Assault Program Kalamazoo Michigan
2653,Kalamazoo Gospel Mission Kalamazoo Michigan
2654,Housing Resources  Inc. - Eleanor House Kalamazoo Michigan
2655,Ministry with Community Day Shelter Kalamazoo Michigan
2656,The Open Door Shelter for Men Kalamazoo Michigan
2657,Kalamazoo Overnight shelter - Oakland House Shelter Kalamazoo Michigan
2658,Family Promise of Barry County Hastings Michigan
2659,EightCAP  Inc. Ionia/Montcaml Domestic Violence Program Ionia Michigan
2660,Our Brothers Keeper Big Rapids Michigan
2661,Helping Hand of Christ of Christ  Leroy Michigan
2662,Shelter of Flint  Inc. Flint Michigan
2663,Salvation Army Adult Rehabilitation Center (ARC) Flint Michigan
2664,Carriage Town Ministries Family Shelter Flint Michigan
2665,Carriage Town Ministries Men's Shelter Flint Michigan
2666,Our Home Transitional Flint Michigan
2667,"My Brother's Keeper of Genesee County, Inc. Flint Michigan"
2668,YWCA of Greater Flint/SAFE House Flint Michigan
2669,R.E.A.C.H. Runaway Program Flint Michigan
2670,Women's Resource Center Petoskey Michigan
2671,Nehemiah Project Petoskey Michigan
2672,Joppa House Charlevoix Michigan
2673,Good Shepherd Mission Stockbridge Michigan
2674,Oasis Shelter and Family Resource Center Cadillac Michigan
2675,New Hope Center Cadillac Michigan
2676,Open Doors Shelter For Women Kalamazoo Michigan
2677,City Rescue Mission of Lansing Lansing Michigan
2678,Sisters Crisis Pregnancy Ministry Lansing Michigan
2679,Glass House Lansing Michigan
2680,Loaves and Fishes Overnight Shelter Lansing Michigan
2681,City Rescue Mission Lansing Men's Shelter Lansing Michigan
